CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version
7	Broyden	0	-2.597872351e-05	-60.94306643	-116.4562963	5.950292493	YY	8	0.5718760787	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.220383566	2.64497038	0.03383742071	-0.03616794223	1.666894507	-0.1192565726	1.357817674	3.342943349	0.2445757713	0.1158555862	0.6461319581	-3.294405584	1.75274599	3.363868289	0.8580565	0.160765428	0.5089560622	a248bdd	2x2_2C_8b_C2v_L	10.26	1.560288176	2	1.71897748	0.9999999997478961	1.0	-1.045966059	0.2199805703	-0.09784835684	0.9826089215	0.2114722607	-2.511675251	-1.580779713	1.19206947	0.06538215603	-0.5853414509	0.01448100697	-0.005164298227	2.157704459	-3.520895293	-0.07122055529	1.039216672	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.005219706363	0.01968064439	-0.08758587572	0.3985887291	0.06498527376	-0.5748501575	-0.0140539775	0.00165357352	-0.2086723452	2.502665975	-1.569475636	1.196039175	0.01609676453	0.168157031	0.2806490726	-0.8633414887	2024-09-19@15:30	2.148148148	-0.6444127234	1	-1.446385667e-17	-0.3176871636	0.3888888889	1.917065751e-16	0.1204996888	v2.7.1	
19	Broyden	0	0.0002523024944	-82.35194773	-117.2562963	6.255374543	YY	8	0.5479596454	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.22536521	69.18058599	0.02363150567	-8.332527954	1.59058172	0.04525771345	0.5666828367	3.215544908	0.2275644553	0.03711436081	0.5473725388	-3.016058718	1.757706475	3.06458524	0.8685008985	0.06646770959	1.50355739	a248bdd	2x2_2C_8b_C2v_L	10.31	1.527166528	2	1.740509352	0.9999999992434743	0.9999999999999998	-9.184944596	0.404392724	-2.699867878	3.060510146	0.04609106013	-0.5173942197	-1.559456147	1.042766031	-0.01858580614	0.2131425541	-0.002589919694	0.02731728697	2.068423867	-3.393088917	-0.03672927596	0.6051181165	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.4518734968	0.09356269934	-0.1853077397	0.02356815828	0.1761095696	-2.370930875	0.005428903118	-0.00583080374	-0.1748524847	2.401913418	-1.516143004	1.072431142	-0.007236392877	-0.05987222444	-0.2249553236	1.528536234	2024-09-19@16:16	2.148148148	-0.6063356336	1	9.217789705e-17	-0.3121524025	0.3888888889	-1.700164914e-17	0.1192431497	v2.7.1	
10	Broyden	0	-2.113392172e-05	-60.68980197	-116.9362963	5.994219951	YY	8	0.5753941697	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.221432113	2.611938247	0.03451156274	0.01915454567	0.4957053782	-0.07287372271	1.368907556	3.226845025	0.2554814921	0.07130770773	0.6308449119	-3.225992095	1.744570382	3.317077619	0.8679550968	0.1385306901	0.5888188627	a248bdd	2x2_2C_8b_C2v_L	10.29	1.564430574	2	1.721196607	0.999999999682671	0.9999999999999997	-1.039500896	0.2214063298	-0.08237378724	0.4978535349	0.1879573244	-2.494603451	-1.551276648	1.207425481	0.03842313881	-0.4056792292	0.006412266244	-0.01935540655	2.140469244	-3.534137009	-0.04351954755	0.9402173362	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.002730183578	0.01373858163	0.09148951531	-0.9177094886	0.03890485602	-0.4086439825	-0.006567330359	0.01820715723	-0.1873371617	2.494069395	-1.550553478	1.206761687	0.009401909748	0.1868297045	0.2695644176	-0.8952091612	2024-09-19@16:31	2.148148148	-0.6399698787	1	-5.012488727e-16	-0.3154649812	0.3888888889	1.764638939e-16	0.1198573261	v2.7.1	
11	Broyden	0	6.155644586e-06	-61.02317537	-118.3762963	6.135301675	YY	8	0.5892394573	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.22463333	2.642297136	0.03311181212	-0.00643202683	1.641056841	-0.04555762627	1.433903115	3.19094127	0.2422415809	0.04658502272	0.5664879645	-3.196520191	1.757858673	3.318242173	0.8841536165	0.1326295397	0.5816251966	a248bdd	2x2_2C_8b_C2v_L	10.38	1.579283797	2	1.729287377	0.9999999995860522	1.0000000000000002	-1.041683341	0.2113916276	-0.1067588103	0.9470478095	0.174723239	-2.459358767	-1.533114734	1.129511537	-0.009965575375	0.1068955684	-0.00141257045	0.0321873793	2.129287485	-3.570045174	0.01161672123	-0.8304777498	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.001075788754	-0.01847137552	0.05405967388	-0.3975501024	-0.009934184416	0.1076489274	0.001151211505	-0.03068688708	-0.1753673567	2.461157724	-1.534746785	1.130150673	-0.002620884241	-0.2219511163	0.2650634929	-0.8551390118	2024-09-19@16:48	2.148148148	-0.6249443097	1	-5.04111757e-16	-0.3095744935	0.3888888889	-1.020364786e-16	0.1180965092	v2.7.1	
17	Broyden	0	8.982046913e-06	-60.92805182	-118.2162963	6.129127387	YY	8	0.5857052513	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.224445004	2.649233549	0.03340506318	0.002272655838	0.7161580793	-0.0460998486	1.437868569	3.199326675	0.2421651975	0.04551289304	0.5624783123	-3.186242406	1.757216835	3.307595035	0.906449913	0.1285275707	0.4008389446	a248bdd	2x2_2C_8b_C2v_L	10.37	1.575569085	2	1.728872576	0.9999999996409574	1.0000000000000004	-1.042031646	0.2141905278	0.07256691278	-0.595134816	0.1754549438	-2.459091377	-1.536190208	1.131261249	-0.002561863336	0.02053759387	-0.0003535647481	0.02929547251	2.127488692	-3.635739123	0.003447003921	-0.7067107791	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.0006948370866	-0.01750960089	0.0947208655	-0.8326470861	-0.002293331397	0.01751257403	8.034975296e-05	-0.02768487262	-0.1750723973	2.45723935	-1.532995554	1.131913124	-0.0008015186748	-0.1998230733	0.2630797009	-0.6600564976	2024-09-19@17:12	2.148148148	-0.6254921389	1	8.771350139e-17	-0.3099429756	0.3888888889	-1.436297459e-17	0.1182217198	v2.7.1	
11	Broyden	0	2.926860611e-06	-61.69668748	-117.8962963	6.088287327	YY	8	0.5873356724	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.223533367	2.689475927	0.03058516105	-0.05351136821	1.760672064	-0.1272602728	1.378131895	3.395443874	0.2259457005	0.1264824207	0.6214618453	-3.390315951	1.773619143	3.390427395	0.8396852974	0.1512318317	0.6074596483	a248bdd	2x2_2C_8b_C2v_L	10.35	1.576658182	2	1.727089102	0.9999999997608899	0.9999999999999998	-1.04857286	0.2010127623	-0.1026724527	0.9879421239	0.2104338641	-2.461052925	-1.582823415	1.111108711	-0.08066400444	0.6780707776	-0.01727187067	-0.005031698762	2.146914467	-3.460676197	0.09053932066	-1.157797738	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.008717699722	-0.02873916872	0.09218255129	-0.3175609761	-0.08139795389	0.682054202	0.01779108253	0.003944383508	-0.2101794083	2.461666675	-1.581892817	1.112121239	-0.01851858486	-0.1568533767	0.2684596508	-0.9876560498	2024-09-19@17:29	2.148148148	-0.6296680471	1	-6.662991811e-16	-0.3121033225	0.3888888889	-6.766353703e-17	0.1188272735	v2.7.1	
2	Broyden	0	1.196381418e-05	-62.49281182	-119.0162963	6.211628496	YY	8	0.5972488159	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.226239019	2.821812056	0.02851757678	0.1001743387	0.172626802	-0.1446925349	1.376898772	3.506256568	0.2075749096	0.1498058328	0.6205575134	-3.595957003	1.796162886	3.451015518	0.8181365123	0.1634245392	0.5976658097	a248bdd	2x2_2C_8b_C2v_L	10.42	1.587001089	2	1.734226807	0.9999999998209831	1.0	-1.064292172	0.1926724955	-0.1133444784	0.2586226239	0.2122057482	-2.396673231	-1.596277964	1.041739651	0.1113559482	-0.847469006	0.02272310031	0.02277856277	2.147706575	-3.397757132	-0.1237139424	1.3194888	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.01453343002	0.03994631164	0.116873265	-1.03863961	0.1098465524	-0.8508772403	-0.02125736754	-0.02597205518	-0.2158386359	2.409375345	-1.615463319	1.036277382	0.0224845918	0.1452734421	0.2659977581	-1.029947815	2024-09-19@17:33	2.148148148	-0.6162866829	1	-9.449717528e-17	-0.3072594243	0.3888888889	-2.19675163e-16	0.1174330933	v2.7.1	
48	Broyden	0	3.696043957e-06	-61.5629646	-119.9762963	6.275414561	YY	8	0.6099662683	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.227857518	2.676824567	0.02962023379	0.009692574268	0.3320971359	-0.04012303014	1.468042438	3.209198947	0.2237057123	0.03928957037	0.5320155841	-3.200547357	1.776136913	3.354381027	0.848531175	0.1325742906	0.8699289468	a248bdd	2x2_2C_8b_C2v_L	10.48	1.601118471	2	1.737514836	0.9999999996840385	1.0	-1.043228496	0.1889857648	0.05580465395	-0.3725026213	0.1694412797	-2.409968275	-1.528754123	1.042223976	-0.0203945002	0.2362982501	-0.001995725577	0.03076418109	2.124823698	-3.458535623	0.02337805476	-0.9360757859	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.00119462015	-0.01691207015	0.1046002017	-0.9278569023	-0.02017466752	0.2325446186	0.001938507685	-0.03017479723	-0.168937841	2.407424157	-1.52638918	1.041600914	-0.005366612229	-0.2291146047	0.2616909709	-1.185036821	2024-09-19@18:43	2.148148148	-0.6101205857	1	-2.022297462e-16	-0.3036286866	0.3888888889	1.753311141e-16	0.1163018474	v2.7.1	
13	Broyden	0	6.961724226e-05	-60.81260106	-117.7362963	6.070244352	YY	8	0.5837141021	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.223169999	2.63009315	0.0335696914	0.01639508027	0.3786304827	0.06020032298	0.6028637511	3.207759343	0.248303532	0.06599967588	0.6037602346	-3.23015706	1.753678417	3.327108197	0.8676019273	0.1388071706	0.6128885224	a248bdd	2x2_2C_8b_C2v_L	10.34	1.573304194	2	1.725620129	0.9999999997089712	1.0000000000000004	-1.041171686	0.2148984679	0.06870693122	-0.4194903661	0.03048298434	-0.3313580561	-1.541578653	1.165511347	0.03434371512	-0.3641759597	0.005667972616	-0.02184888805	2.136609475	-3.528839884	-0.03826058035	0.9401654194	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.002457838826	0.01691612082	-0.1011933716	0.9503865344	-0.1815288565	2.476165016	-0.00425177677	0.0231345619	-0.1842502738	2.475493524	-1.54717208	1.162022758	0.008599228809	0.1991581606	0.2685167861	-0.9233843797	2024-09-19@19:01	2.148148148	-0.6318774693	1	-2.214160006e-16	-0.3123202045	0.3888888889	-3.992368634e-16	0.1189098083	v2.7.1	
1	Broyden	0	1.309602301e-05	-62.68336978	-119.6562963	6.282601835	YY	8	0.6030701633	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.227787115	3.02202595	0.02633257305	0.1333254472	0.1547520328	-0.1582660228	1.377447944	3.592261152	0.1968187787	0.1554345228	0.6222792505	-3.5477364	1.801748124	3.515960017	0.8040031605	0.1760302759	0.5906611325	a248bdd	2x2_2C_8b_C2v_L	10.46	1.593045525	2	1.738290907	0.9999999998468259	1.0	-1.091033204	0.1847450051	-0.129718656	0.2414717716	0.2138065993	-2.363818867	-1.608405047	1.002468763	-0.1241541975	0.9174247758	-0.02200921853	-0.03937598529	2.159045531	-3.363377518	0.1388214921	-1.399974046	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.01832194139	-0.04701936183	-0.1248939776	1.059643693	-0.1257078571	0.9224951835	0.0227216084	0.03974655626	-0.2122179469	2.35851514	-1.598893359	1.003486982	-0.02380191505	-0.1481616371	0.2695587054	-1.052749854	2024-09-19@19:04	2.148148148	-0.6085981313	1	-1.493056616e-16	-0.3044196671	0.3888888889	-1.298374004e-16	0.1166263261	v2.7.1	
1	Broyden	0	2.718953241e-06	-62.71431446	-119.4962963	6.268552668	YY	8	0.6012933699	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.227463563	2.95672697	0.02715375587	0.1336950688	0.154650698	-0.162663195	1.373691384	3.586947253	0.1980186929	0.1616393609	0.6262266874	-3.580844475	1.802009427	3.524403036	0.8023373897	0.179980024	0.5803370912	a248bdd	2x2_2C_8b_C2v_L	10.45	1.591118231	2	1.73749456	0.9999999998313895	1.0	-1.081825214	0.1884841679	0.1282101427	-0.2411873748	0.2153432547	-2.365956996	-1.607890308	1.009059162	-0.1279896605	0.9334134981	-0.02265363367	-0.04346764972	2.162175898	-3.361460259	0.142358943	-1.410639897	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.01641384719	-0.04205808716	0.1263652388	-1.068927218	-0.1282558809	0.9336990883	0.02285434687	0.04380420971	-0.2148936422	2.364088437	-1.60616327	1.008149468	-0.02374967085	-0.1487803984	0.2711036517	-1.044110716	2024-09-19@19:07	2.148148148	-0.6100712278	1	-4.640996981e-16	-0.3050483049	0.3888888889	5.252567849e-17	0.1168183486	v2.7.1	
5	Broyden	0	-4.436860062e-05	-62.17663261	-120.2962963	6.32158442	YY	8	0.612452252	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.228789655	2.786332429	0.02649691315	-0.03546259789	1.696998169	-0.09134490115	1.428535129	3.333511676	0.2094064936	0.08319062522	0.5743668562	-3.304296037	1.789394126	3.399317273	0.834877854	0.14264599	0.7222991059	a248bdd	2x2_2C_8b_C2v_L	10.5	1.603416913	2	1.740392365	0.9999999996562863	1.0	-1.058695389	0.1750826735	0.0953605915	-0.912688239	0.1902944936	-2.378337146	-1.558234434	1.008157633	0.06763409666	-0.6337337682	0.0121524037	-0.0139692084	2.129785591	-3.425681804	-0.07634903949	1.155706164	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.005767282549	0.01927914761	0.08659410046	-0.3545253258	0.06919344202	-0.6254138914	-0.01327351159	0.01119640385	-0.1852816035	2.366258745	-1.550938133	1.00742455	0.01677810327	0.178669073	0.2614002873	-1.123489535	2024-09-19@19:14	2.148148148	-0.6048361261	1	7.659279287e-17	-0.3022186117	0.3888888889	-6.34686775e-17	0.1159133717	v2.7.1	
4	Broyden	0	8.018230903e-07	-62.15636465	-120.9362963	6.377555958	YY	8	0.6203854931	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.230074524	2.686675427	0.02717394436	-0.02283498582	1.574566388	-0.06049287819	1.451853033	3.27014794	0.2079155052	0.05987474151	0.5516223022	-3.252494934	1.791409673	3.393355155	0.8327571566	0.1358798321	0.8240861408	a248bdd	2x2_2C_8b_C2v_L	10.54	1.611888871	2	1.743512859	0.9999999996692994	1.0000000000000004	-1.040040942	0.1744430467	0.09133772844	-0.8786271872	0.174518159	-2.346604313	-1.540441068	0.9818536612	0.0544068293	-0.5637279175	0.008011090203	-0.02106395039	2.124819877	-3.411564012	-0.06018233502	1.097007244	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.003000807599	0.01158172015	0.08384685844	-0.4322670546	0.05318174886	-0.5487906706	-0.007681990341	0.02026872435	-0.1736711447	2.340659225	-1.53613362	0.9824822149	0.01333876266	0.1945346985	0.2599427737	-1.21809406	2024-09-19@19:21	2.148148148	-0.5989915704	1	-1.737860804e-16	-0.2996496907	0.3888888889	-1.799339355e-16	0.1151483054	v2.7.1	
1	Broyden	0	-8.958939218e-06	-63.78579183	-121.4162963	6.465196289	YY	8	0.6205604535	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.231792795	3.013926017	0.02340901066	-0.1285489534	1.856966232	-0.1563176553	1.411138185	3.605631539	0.1804201734	0.1612524769	0.588053406	-3.657201729	1.821717689	3.556910589	0.7916464659	0.170986119	0.6365590068	a248bdd	2x2_2C_8b_C2v_L	10.57	1.611504613	2	1.748648092	0.9999999997978848	0.9999999999999998	-1.085146331	0.1640176139	-0.1201485289	1.004564608	0.2095964632	-2.309722343	-1.603666204	0.9193669888	-0.1296388797	0.8928008221	-0.02408175834	-0.03336259812	2.153415191	-3.316435389	0.1431462572	-1.463675404	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.01561042062	-0.03959174824	0.1276309074	-0.2225208392	-0.1274348685	0.8919505985	0.02221750289	0.03699890894	-0.2119845519	2.315935047	-1.613998118	0.9158349542	-0.02399174812	-0.1506240646	0.2627387149	-1.132593105	2024-09-19@20:28	2.148148148	-0.5889746188	1	1.466675033e-16	-0.2967909243	0.3888888889	3.982195571e-16	0.1144123267	v2.7.1	
9	Broyden	0	-9.39756174e-08	-61.24085391	-118.8562963	6.176645066	YY	8	0.5959105569	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.225586667	2.63368657	0.03201869469	0.01449110797	0.3599465501	-0.05000068329	1.426021091	3.19782741	0.2369005462	0.05006469627	0.5725570554	-3.211438537	1.76407412	3.336655926	0.8645465616	0.1393233052	0.6584508801	a248bdd	2x2_2C_8b_C2v_L	10.41	1.586246665	2	1.731786982	0.9999999996626436	1.0	-1.039233316	0.2038729347	0.06479596437	-0.4007851592	0.1751615017	-2.4367808	-1.532913915	1.106090731	-0.03001106531	0.3368341434	-0.003639011111	0.02540281047	2.129842663	-3.512278446	0.03562674863	-0.9586202699	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.001901432222	-0.01607449643	0.1026651124	-0.9406364765	-0.0302240576	0.3395571125	0.003753055511	-0.02584587136	-0.1753119024	2.437708367	-1.535829128	1.103877963	-0.008305820324	-0.2118038942	0.2663477468	-0.9809510617	2024-09-19@20:41	2.148148148	-0.6205443043	1	-5.998385724e-16	-0.3078890809	0.3888888889	-3.138854158e-16	0.1175860685	v2.7.1	
1	Broyden	0	7.848922197e-06	-63.94932216	-122.2162963	6.548637783	YY	8	0.6287389124	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.23360641	3.005819795	0.02206650932	-0.1247286925	1.862316421	-0.1532528676	1.422062194	3.620542843	0.1732604949	0.1526337668	0.578422706	-3.605546029	1.826346092	3.577918221	0.785947877	0.1701127711	0.6520273194	a248bdd	2x2_2C_8b_C2v_L	10.62	1.620117776	2	1.75333114	0.9999999998480653	1.0	-1.082214656	0.1544104907	-0.1169086001	0.9736910881	0.2069118951	-2.280515808	-1.602782401	0.8837934781	-0.1286077076	0.8872204521	-0.02261815152	-0.0320074418	2.152076557	-3.295114818	0.1450835859	-1.491782066	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.0145305332	-0.03695946144	0.1260271843	-0.2133278205	-0.1288898429	0.8884493243	0.02237307785	0.03404645665	-0.2065155683	2.278850869	-1.599612848	0.884058788	-0.02405309055	-0.1537837112	0.2602621758	-1.165475229	2024-09-19@20:51	2.148148148	-0.5800079993	1	2.67580824e-17	-0.293248782	0.3888888889	4.588972652e-16	0.1133909652	v2.7.1	
1	Broyden	0	9.376923479e-06	-63.79060931	-122.6962963	6.598275052	YY	8	0.6336682004	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.234683987	3.115991307	0.02077506412	0.131227284	0.1327729901	-0.151881588	1.427055692	3.639599101	0.16842875	0.1482129365	0.5691176915	-3.569030826	1.829202143	3.575435052	0.7849610121	0.168364866	0.6604247865	a248bdd	2x2_2C_8b_C2v_L	10.65	1.625316209	2	1.756094016	0.9999999997689197	0.9999999999999998	-1.096806132	0.148034809	-0.1301755546	0.2075938982	0.2050161558	-2.260749201	-1.603759158	0.8611258347	-0.1270732045	0.8756564861	-0.02098606054	-0.03457210183	2.14701604	-3.286145845	0.1450381832	-1.502843922	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.01630015914	-0.04073787431	-0.1170276907	0.9643274329	-0.130668353	0.8909045552	0.02306147428	0.03077746403	-0.2036897417	2.25726883	-1.590047862	0.8643136307	-0.02423065897	-0.153543549	0.2577199915	-1.180218148	2024-09-19@20:53	2.148148148	-0.574684648	1	-3.883794334e-16	-0.2911099798	0.3888888889	1.076618799e-16	0.1127708178	v2.7.1	
1	Broyden	0	-2.184201221e-06	-64.2515487	-123.0162963	6.632726797	YY	8	0.6368366577	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.235422102	3.028565047	0.02056837475	-0.1226895838	1.868179148	-0.147135808	1.432147696	3.592783412	0.1676401499	0.1497340537	0.5690562006	-3.624811567	1.833471492	3.582871334	0.7830221477	0.1677720314	0.667948076	a248bdd	2x2_2C_8b_C2v_L	10.67	1.628640172	2	1.758011076	0.9999999997957427	0.9999999999999999	-1.08343187	0.1445867232	0.1139434619	-0.9431856134	0.2021044176	-2.243787132	-1.593697221	0.8503756342	-0.1305475724	0.8875392565	-0.02283611253	-0.0299219864	2.146617449	-3.27808027	0.145038804	-1.511026984	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.01422763469	-0.03646960656	-0.1255482281	0.2036646999	-0.1287310492	0.8828635143	0.02157490617	0.03251801597	-0.2033959279	2.247058632	-1.59979464	0.8490414491	-0.02439382453	-0.1542796159	0.2568286921	-1.194548526	2024-09-19@20:56	2.148148148	-0.57096952	1	-5.376445894e-16	-0.2896435536	0.3888888889	2.71368652e-16	0.1123495311	v2.7.1	
2	Broyden	0	4.392023538e-06	-63.30924033	-120.7762963	6.397737009	YY	8	0.6144701821	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.230322367	3.050297675	0.02439632314	-0.1341928041	1.852589011	-0.1603690607	1.400641675	3.617536775	0.1849678878	0.1548959397	0.5999680613	-3.523613585	1.811464573	3.56639999	0.7927559658	0.1777902111	0.614274971	a248bdd	2x2_2C_8b_C2v_L	10.53	1.605062843	2	1.744853898	0.9999999997965513	1.0000000000000002	-1.091831543	0.1718276188	-0.1234921587	1.033061442	0.2125457785	-2.332442649	-1.608207101	0.945533192	-0.1255031025	0.8992433539	-0.02102102624	-0.04202486779	2.161974461	-3.329549701	0.1439034176	-1.452661317	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.01760613176	-0.04488738211	0.1305039971	-0.2303404076	-0.1280080677	0.9005572686	0.02336549539	0.03564467893	-0.2091684829	2.320652396	-1.588751218	0.950648938	-0.02450554273	-0.1528674712	0.2678627232	-1.103629508	2024-09-19@21:00	2.148148148	-0.5962288486	1	-4.306934658e-16	-0.2996303957	0.3888888889	1.471456179e-16	0.1152358533	v2.7.1	
1	Broyden	0	-3.930846262e-08	-63.78448973	-122.3762963	6.566620107	YY	8	0.6301289967	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.233990564	3.080408209	0.02142470099	0.1325647159	0.1343412115	-0.1550874932	1.423554923	3.625009978	0.1713718269	0.1549947581	0.5757653866	-3.61378489	1.828034168	3.590182676	0.7832061063	0.1724810396	0.6505758945	a248bdd	2x2_2C_8b_C2v_L	10.63	1.621567019	2	1.754329797	0.9999999997722239	1.0	-1.09248707	0.1519237081	0.1304068078	-0.2100857935	0.2068924768	-2.272683395	-1.602403027	0.8752679587	0.1304209443	-0.8900345907	0.02218132149	0.03645369554	2.153722194	-3.287615682	-0.1476132798	1.50715842	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.0156955045	0.03931543956	-0.1180568541	0.9746763797	0.1309742462	-0.8928063738	-0.02253101534	-0.03517746073	-0.2069078859	2.273398922	-1.600595327	0.8767868841	0.02463867651	0.1535533552	0.2606655907	-1.169143425	2024-09-19@21:03	2.148148148	-0.5780631328	1	-3.564081032e-16	-0.2924939396	0.3888888889	-7.210841209e-17	0.1131751111	v2.7.1	
1	Broyden	0	6.485634708e-07	-64.02332696	-123.1762963	6.648774453	YY	8	0.6385137366	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.23577191	3.081322375	0.0201850986	0.1260383546	0.1303401586	-0.1454337196	1.433957374	3.60163476	0.1659318656	0.1456762287	0.5669933704	-3.608991649	1.834130568	3.579557934	0.7830793761	0.1657409777	0.6767058879	a248bdd	2x2_2C_8b_C2v_L	10.68	1.630420934	2	1.758894752	0.999999999882731	1.0	-1.090956075	0.1429814678	0.1275269023	-0.2023886009	0.2010196822	-2.236825632	-1.594554454	0.8424048001	-0.1288926643	0.8836564749	-0.02221907961	-0.02874723833	2.144533931	-3.275617357	0.1432079036	-1.507100221	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.01554082594	-0.03939080806	0.1145351061	-0.9436721267	-0.1285397933	0.8814028251	0.02197311971	0.02939267447	-0.201163707	2.237780358	-1.596164336	0.8428637483	-0.02409582355	-0.1551766766	0.2560069605	-1.206150996	2024-09-19@21:06	2.148148148	-0.569258496	1	-1.056424054e-15	-0.2889315629	0.3888888889	-2.782109366e-16	0.1121406008	v2.7.1	
1	Broyden	0	6.561115385e-06	-64.1317523	-123.3362963	6.665068729	YY	8	0.6402750949	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.236124729	3.054772623	0.02005651111	0.1192763508	0.1328576021	-0.1401486396	1.436231066	3.537522891	0.1669101781	0.1466615474	0.5642871592	-3.642897864	1.836187582	3.576963911	0.7833287871	0.1636008295	0.6856948195	a248bdd	2x2_2C_8b_C2v_L	10.69	1.632276384	2	1.759796388	0.9999999998082871	1.0000000000000004	-1.087120612	0.1412949575	-0.1250906453	0.2041788845	0.1976890322	-2.221691041	-1.581080728	0.8387326739	-0.1291730559	0.8784470943	-0.02337987846	-0.02364367624	2.142739882	-3.273913967	0.1412967277	-1.502794014	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.01444862229	-0.03697387169	-0.112437463	0.9331557056	-0.1262554786	0.878350056	0.01993579525	0.03451610624	-0.2016409558	2.237886621	-1.603186841	0.8359089871	-0.02398628411	-0.1546975814	0.2550233464	-1.216944672	2024-09-19@21:09	2.148148148	-0.5675144136	1	-2.881472085e-16	-0.28821809	0.3888888889	-1.60052322e-16	0.1119335508	v2.7.1	
7	Broyden	0	1.087045475e-05	-62.40538319	-121.5762963	6.429485876	YY	8	0.6296142234	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.231284586	2.662465139	0.02599821276	-0.0238171099	1.658793641	-0.05681150777	1.47546658	3.283714481	0.1989837437	0.05552569735	0.523165874	-3.286156018	1.801423912	3.345463669	0.8306964374	0.1132376618	0.9784446255	a248bdd	2x2_2C_8b_C2v_L	10.58	1.621663321	2	1.746471913	0.9999999996991364	1.0	-1.034593877	0.1660283305	0.09427050036	-0.8817885535	0.1719947463	-2.324637838	-1.53808817	0.941267269	0.04999055606	-0.5227378359	0.006343936659	-0.01450040063	2.099368916	-3.388069507	-0.05770988699	1.04465869	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.003463948165	0.01140155934	0.07660198323	-0.3732575546	0.05033483309	-0.5222747946	-0.007230025332	0.01872829826	-0.1715077159	2.322939319	-1.538129078	0.9395699024	0.0116876762	0.1662515247	0.2431841718	-1.333153202	2024-09-19@21:19	2.148148148	-0.5935850076	1	-5.7582424e-16	-0.2972823022	0.3888888889	-1.004986499e-17	0.1144301284	v2.7.1	
